customer_id,snapshot_date,tenure_months,spend_last_30d,leaky_col,churned
c0063,2023-05-01,59,476.47,1,1
c0064,2023-05-01,50,111.92,1,0
c0065,2023-05-01,18,484.54,0,0
c0066,2023-05-01,27,160.78,0,0
c0067,2023-05-01,38,458.95,0,0
c0068,2023-05-01,1,312.32,0,0
c0069,2023-05-01,44,173.31,0,0
c0070,2023-05-01,34,33.77,0,0
c0071,2023-05-01,52,83.07,0,0
c0072,2023-05-01,55,403.58,1,1
c0073,2023-05-01,27,204.4,1,0
c0074,2023-05-01,51,491.89,0,1
c0075,2023-05-01,2,357.21,1,0
c0076,2023-05-01,25,373.96,0,0
c0077,2023-05-01,6,48.76,0,0
c0078,2023-05-01,59,212.79,1,0
c0079,2023-05-01,56,165.11,1,0
c0080,2023-05-01,44,175.65,0,1
c0081,2023-05-01,13,188.42,1,1
c0082,2023-05-01,38,239.21,0,0
c0083,2023-05-01,16,29.12,1,0
c0084,2023-05-01,51,460.4,1,0
c0085,2023-05-01,8,17.83,0,0
c0086,2023-05-01,18,169.11,1,1
c0087,2023-05-01,17,81.16,0,0
c0088,2023-05-01,5,497.4,0,1
c0089,2023-05-01,34,99.71,1,0
c0090,2023-05-01,4,248.58,1,0
c0091,2023-05-01,56,436.06,1,0
c0092,2023-05-01,23,171.43,0,1
c0093,2023-05-01,49,319.28,1,0
c0094,2023-05-01,46,483.05,0,1
c0095,2023-05-01,48,215.82,1,0
c0096,2023-05-01,36,171.53,1,0
c0097,2023-05-01,43,26.22,0,0
c0098,2023-05-01,36,67.63,0,0
c0099,2023-05-01,23,390.44,0,1
c0100,2023-05-01,50,189.64,0,0
c0101,2023-05-01,45,2.64,0,0
c0102,2023-05-01,24,218.98,0,0
c0103,2023-05-01,9,425.83,1,0
c0104,2023-05-01,17,358.34,1,1
c0105,2023-05-01,7,196.44,1,0
c0106,2023-05-01,17,260.62,0,0
c0107,2023-05-01,49,152.93,1,0
c0108,2023-05-01,8,282.0,0,1
c0109,2023-05-01,37,430.18,0,0
c0110,2023-05-01,11,364.31,0,0
c0111,2023-05-01,33,242.28,0,0
c0112,2023-05-01,44,217.19,1,0
c0113,2023-05-01,36,494.73,1,0
c0114,2023-05-01,6,356.02,0,0
c0115,2023-05-01,46,18.03,0,0
c0116,2023-05-01,50,25.89,1,0
c0117,2023-05-01,21,53.07,0,0
c0118,2023-05-01,40,410.06,1,0
c0119,2023-05-01,3,490.09,0,1
c0120,2023-05-01,31,115.81,1,0
c0121,2023-05-01,24,15.15,0,1
c0122,2023-05-01,34,48.71,0,0
c0123,2023-05-01,53,322.01,0,0
c0124,2023-05-01,2,207.29,0,0
c0125,2023-05-01,3,473.0,1,0
c0126,2023-05-01,9,467.01,1,1
c0127,2023-05-01,58,227.39,1,0
c0128,2023-05-01,29,467.92,0,0
c0129,2023-05-01,35,86.53,1,0
c0130,2023-05-01,5,200.97,1,0
c0131,2023-05-01,4,44.53,1,0
c0132,2023-05-01,43,85.79,0,0
c0133,2023-05-01,5,145.15,1,0
c0134,2023-05-01,31,220.98,1,0
c0135,2023-05-01,19,353.54,1,0
c0136,2023-05-01,10,469.83,0,0
c0137,2023-05-01,51,299.33,1,1
c0138,2023-05-01,5,393.56,1,0
c0139,2023-05-01,35,95.74,0,1
c0140,2023-05-01,56,105.55,1,0
c0141,2023-05-01,27,303.28,1,0
c0142,2023-05-01,6,154.09,0,1
c0143,2023-05-01,2,211.2,1,0
c0144,2023-05-01,59,204.0,0,0
c0145,2023-05-01,39,379.84,0,0
c0146,2023-05-01,38,205.33,0,0
c0147,2023-05-01,47,419.69,1,0
c0148,2023-05-01,13,250.25,0,0
c0149,2023-05-01,1,184.53,0,0
c0000,2023-05-31,44,24.94,0,0
c0001,2023-05-31,23,179.32,0,0
c0002,2023-05-31,30,424.9,0,0
c0003,2023-05-31,40,492.44,0,0
c0004,2023-05-31,41,381.71,0,0
c0005,2023-05-31,3,178.28,1,1
c0006,2023-05-31,15,353.33,1,0
c0007,2023-05-31,56,6.37,1,0
c0008,2023-05-31,20,153.84,0,0
c0009,2023-05-31,54,338.2,0,1
c0010,2023-05-31,31,385.07,1,0
c0011,2023-05-31,22,295.41,1,0
c0012,2023-05-31,41,316.76,0,0
c0013,2023-05-31,52,475.26,0,0
c0014,2023-05-31,28,144.84,1,0
c0015,2023-05-31,24,246.79,0,0
c0016,2023-05-31,8,180.37,0,0
c0017,2023-05-31,1,67.78,1,1
c0018,2023-05-31,47,499.78,0,0
c0019,2023-05-31,19,223.47,1,0
c0020,2023-05-31,26,308.74,0,0
c0021,2023-05-31,56,225.22,0,0
c0022,2023-05-31,16,328.99,0,1
c0023,2023-05-31,37,261.05,0,1
c0024,2023-05-31,23,219.13,0,0
c0025,2023-05-31,5,100.03,1,0
c0026,2023-05-31,21,289.4,1,1
c0027,2023-05-31,29,32.77,0,0
c0028,2023-05-31,48,439.15,0,0
c0029,2023-05-31,42,40.08,0,0
c0030,2023-05-31,17,59.26,0,1
c0031,2023-05-31,20,67.97,0,0
c0032,2023-05-31,34,353.43,1,0
c0033,2023-05-31,54,92.33,1,0
c0034,2023-05-31,41,338.94,0,0
c0035,2023-05-31,38,452.3,1,0
c0036,2023-05-31,1,178.45,0,0
c0037,2023-05-31,57,436.36,1,0
c0038,2023-05-31,47,217.26,0,0
c0039,2023-05-31,20,181.47,0,0
c0040,2023-05-31,19,389.85,0,0
c0041,2023-05-31,17,89.67,0,0
c0042,2023-05-31,28,320.88,1,0
c0043,2023-05-31,45,498.42,0,0
c0044,2023-05-31,21,34.2,1,0
c0045,2023-05-31,13,171.63,1,0
c0046,2023-05-31,32,149.51,0,0
c0047,2023-05-31,6,385.62,0,0
c0048,2023-05-31,17,81.64,0,0
c0049,2023-05-31,44,304.13,0,0
c0050,2023-05-31,31,72.62,0,0
c0051,2023-05-31,8,120.77,1,0
c0052,2023-05-31,20,355.53,1,0
c0053,2023-05-31,31,40.86,0,1
c0054,2023-05-31,15,224.19,0,0
c0055,2023-05-31,31,200.89,1,0
c0056,2023-05-31,32,359.59,0,0
c0057,2023-05-31,21,341.95,1,0
c0058,2023-05-31,11,408.24,0,0
c0059,2023-05-31,40,417.87,1,0
c0060,2023-05-31,19,486.96,1,0
c0061,2023-05-31,17,261.8,1,1
c0062,2023-05-31,31,414.09,1,0
c0063,2023-05-31,37,141.73,0,1
c0064,2023-05-31,17,339.26,1,0
c0065,2023-05-31,24,122.98,1,0
c0066,2023-05-31,11,403.87,1,0
c0067,2023-05-31,25,168.55,1,0
c0068,2023-05-31,40,347.01,0,0
c0069,2023-05-31,3,442.08,0,0
c0070,2023-05-31,3,181.76,1,0
c0071,2023-05-31,14,476.54,1,1
c0072,2023-05-31,30,219.48,1,0
c0073,2023-05-31,37,464.46,0,1
c0074,2023-05-31,30,190.76,1,0
c0075,2023-05-31,27,332.34,0,0
c0076,2023-05-31,52,323.36,0,0
c0077,2023-05-31,43,42.22,0,0
c0078,2023-05-31,43,121.5,0,0
c0079,2023-05-31,59,308.96,1,0
c0080,2023-05-31,6,47.09,0,0
c0081,2023-05-31,44,14.11,1,0
c0082,2023-05-31,40,372.22,0,0
c0083,2023-05-31,17,366.88,0,1
c0084,2023-05-31,23,255.84,1,0
c0085,2023-05-31,58,68.62,0,0
c0086,2023-05-31,54,20.99,0,1
c0087,2023-05-31,32,375.3,0,0
c0088,2023-05-31,59,380.91,1,1
c0089,2023-05-31,6,464.35,0,0
c0090,2023-05-31,26,488.52,1,0
c0091,2023-05-31,5,205.18,1,0
c0092,2023-05-31,20,23.86,0,0
c0093,2023-05-31,2,176.17,0,0
c0094,2023-05-31,45,463.66,0,0
c0095,2023-05-31,2,476.63,0,0
c0096,2023-05-31,4,251.45,0,1
c0097,2023-05-31,29,19.31,0,1
c0098,2023-05-31,31,41.25,0,0
c0099,2023-05-31,16,431.09,1,0
c0100,2023-05-31,5,138.63,0,0
c0101,2023-05-31,47,216.54,1,0
c0102,2023-05-31,32,230.7,0,0
c0103,2023-05-31,3,336.37,1,0
c0104,2023-05-31,41,472.37,0,0
c0105,2023-05-31,55,270.86,0,0
c0106,2023-05-31,7,345.36,1,0
c0107,2023-05-31,40,211.28,0,0
c0108,2023-05-31,14,170.46,1,0
c0109,2023-05-31,45,43.09,0,0
c0110,2023-05-31,1,94.05,1,0
c0111,2023-05-31,32,36.72,1,0
c0112,2023-05-31,58,240.65,0,0
c0113,2023-05-31,39,195.49,1,1
c0114,2023-05-31,11,10.63,0,0
c0115,2023-05-31,33,42.1,1,0
c0116,2023-05-31,18,415.15,1,0
c0117,2023-05-31,58,3.86,1,0
c0118,2023-05-31,59,361.11,1,0
c0119,2023-05-31,54,309.59,1,0
c0120,2023-05-31,29,427.18,1,0
c0121,2023-05-31,2,170.6,1,0
c0122,2023-05-31,4,7.44,1,0
c0123,2023-05-31,23,139.36,0,0
c0124,2023-05-31,19,335.11,1,0
c0125,2023-05-31,28,356.04,0,1
c0126,2023-05-31,5,66.0,1,0
c0127,2023-05-31,25,69.64,1,0
c0128,2023-05-31,45,456.62,0,0
c0129,2023-05-31,13,364.49,0,0
c0130,2023-05-31,2,126.69,1,0
c0131,2023-05-31,49,34.02,0,0
c0132,2023-05-31,10,361.08,0,0
c0133,2023-05-31,28,302.33,0,1
c0134,2023-05-31,11,171.96,1,0
c0135,2023-05-31,26,411.95,0,0
c0136,2023-05-31,24,136.52,0,0
c0137,2023-05-31,49,35.28,1,0
c0138,2023-05-31,25,421.07,1,0
c0139,2023-05-31,27,149.03,1,0
c0140,2023-05-31,55,59.36,1,0
c0141,2023-05-31,30,390.4,0,0
c0142,2023-05-31,45,199.38,1,0
c0143,2023-05-31,47,409.87,0,0
c0144,2023-05-31,19,342.63,1,0
c0145,2023-05-31,17,79.48,0,1
c0146,2023-05-31,46,171.79,0,1
c0147,2023-05-31,43,128.43,1,1
c0148,2023-05-31,34,128.89,0,0
c0149,2023-05-31,2,169.03,0,0
c0000,2023-06-30,13,34.13,0,0
c0001,2023-06-30,39,263.51,0,0
c0002,2023-06-30,26,442.76,0,0
c0003,2023-06-30,50,48.31,1,1
c0004,2023-06-30,5,119.18,1,0
c0005,2023-06-30,1,265.85,1,0
c0006,2023-06-30,41,456.89,0,0
c0007,2023-06-30,5,235.5,1,0
c0008,2023-06-30,50,294.98,1,0
c0009,2023-06-30,1,39.3,0,0
c0010,2023-06-30,39,156.7,0,0
c0011,2023-06-30,23,148.33,1,1
c0012,2023-06-30,59,412.59,0,1
c0013,2023-06-30,47,352.02,1,0
c0014,2023-06-30,51,190.62,1,0
c0015,2023-06-30,28,68.16,0,0
c0016,2023-06-30,35,269.97,0,0
c0017,2023-06-30,54,244.35,0,0
c0018,2023-06-30,44,285.61,0,0
c0019,2023-06-30,36,357.73,0,0
c0020,2023-06-30,25,1.88,0,0
c0021,2023-06-30,3,40.09,1,0
c0022,2023-06-30,30,247.23,0,0
c0023,2023-06-30,52,98.98,1,0
c0024,2023-06-30,51,157.62,1,0
c0025,2023-06-30,22,439.32,1,1
c0026,2023-06-30,15,135.76,0,0
c0027,2023-06-30,50,94.43,0,0
c0028,2023-06-30,17,179.57,1,0
c0029,2023-06-30,1,407.99,1,0
c0030,2023-06-30,27,276.4,1,1
c0031,2023-06-30,6,137.86,0,0
c0032,2023-06-30,11,414.2,1,0
c0033,2023-06-30,20,226.97,0,0
c0034,2023-06-30,24,224.71,0,0
c0035,2023-06-30,8,204.35,0,0
c0036,2023-06-30,3,179.42,1,0
c0037,2023-06-30,3,375.04,1,0
c0038,2023-06-30,50,150.48,1,1
c0039,2023-06-30,8,97.17,1,0
c0040,2023-06-30,11,203.4,1,0
c0041,2023-06-30,15,452.9,0,0
c0042,2023-06-30,46,329.69,1,0
c0043,2023-06-30,33,346.11,0,0
c0044,2023-06-30,51,96.47,0,0
c0045,2023-06-30,12,359.53,0,0
c0046,2023-06-30,31,247.57,1,0
c0047,2023-06-30,51,172.49,0,0
c0048,2023-06-30,26,177.03,1,0
c0049,2023-06-30,43,465.09,1,0
c0050,2023-06-30,28,407.82,1,0
c0051,2023-06-30,33,427.54,0,1
c0052,2023-06-30,20,390.64,1,0
c0053,2023-06-30,8,295.95,0,0
c0054,2023-06-30,33,411.61,0,0
c0055,2023-06-30,7,289.12,1,0
c0056,2023-06-30,4,195.53,0,0
c0057,2023-06-30,21,352.38,1,0
c0058,2023-06-30,56,94.12,0,0
c0059,2023-06-30,26,311.1,0,0
c0060,2023-06-30,17,76.12,0,0
c0061,2023-06-30,54,249.91,0,0
c0062,2023-06-30,2,232.67,1,0
c0063,2023-06-30,35,90.85,0,0
c0064,2023-06-30,34,267.42,0,0
c0065,2023-06-30,52,469.89,0,1
c0066,2023-06-30,6,394.48,1,1
c0067,2023-06-30,23,391.97,1,0
c0068,2023-06-30,32,372.75,0,0
c0069,2023-06-30,47,418.56,0,0
c0070,2023-06-30,35,334.42,0,0
c0071,2023-06-30,18,209.08,1,0
c0072,2023-06-30,53,426.29,0,0
c0073,2023-06-30,58,304.12,1,0
c0074,2023-06-30,54,403.38,0,0
c0075,2023-06-30,36,390.24,0,1
c0076,2023-06-30,51,69.2,1,0
c0077,2023-06-30,46,177.25,1,0
c0078,2023-06-30,40,224.59,0,0
c0079,2023-06-30,21,44.23,1,0
c0080,2023-06-30,58,347.74,0,0
c0081,2023-06-30,13,358.06,1,0
c0082,2023-06-30,16,78.16,0,0
c0083,2023-06-30,39,121.74,0,0
c0084,2023-06-30,15,19.33,0,0
c0085,2023-06-30,41,94.57,1,0
c0086,2023-06-30,5,265.18,0,0
c0087,2023-06-30,32,291.28,1,1
c0088,2023-06-30,20,374.92,1,1
c0089,2023-06-30,38,31.72,1,0
c0090,2023-06-30,25,146.82,0,0
c0091,2023-06-30,40,303.51,1,0
c0092,2023-06-30,39,75.34,1,0
c0093,2023-06-30,30,79.51,0,0
c0094,2023-06-30,59,71.69,0,1
c0095,2023-06-30,58,34.38,1,1
c0096,2023-06-30,51,475.16,1,0
c0097,2023-06-30,38,304.33,0,0
c0098,2023-06-30,44,64.17,1,0
c0099,2023-06-30,15,103.83,0,0
c0100,2023-06-30,53,397.49,0,1
c0101,2023-06-30,49,64.67,0,0
c0102,2023-06-30,26,24.5,1,1
c0103,2023-06-30,3,211.25,1,0
c0104,2023-06-30,35,442.14,1,0
c0105,2023-06-30,12,266.96,0,0
c0106,2023-06-30,27,366.07,0,0
c0107,2023-06-30,47,226.53,1,0
c0108,2023-06-30,45,445.81,0,1
c0109,2023-06-30,18,181.77,0,0
c0110,2023-06-30,8,73.08,1,0
c0111,2023-06-30,39,10.47,0,0
c0112,2023-06-30,28,447.41,1,1
c0113,2023-06-30,18,95.44,0,0
c0114,2023-06-30,33,392.02,0,0
c0115,2023-06-30,26,262.46,1,0
c0116,2023-06-30,12,340.33,1,0
c0117,2023-06-30,46,247.78,0,0
c0118,2023-06-30,39,366.31,0,0
c0119,2023-06-30,30,431.68,1,0
c0120,2023-06-30,46,146.41,1,0
c0121,2023-06-30,12,194.51,1,0
c0122,2023-06-30,26,334.55,0,0
c0123,2023-06-30,28,434.73,0,1
c0124,2023-06-30,13,133.09,1,0
c0125,2023-06-30,4,387.03,1,0
c0126,2023-06-30,19,53.51,0,0
c0127,2023-06-30,19,423.33,0,0
c0128,2023-06-30,35,133.79,1,0
c0129,2023-06-30,7,87.39,0,0
c0130,2023-06-30,2,120.35,0,0
c0131,2023-06-30,19,216.65,1,0
c0132,2023-06-30,24,166.06,0,0
c0133,2023-06-30,9,6.66,1,1
c0134,2023-06-30,49,144.61,1,0
c0135,2023-06-30,37,495.77,1,0
c0136,2023-06-30,8,300.7,0,0
c0137,2023-06-30,55,121.46,0,0
c0138,2023-06-30,32,465.54,1,0
c0139,2023-06-30,52,390.55,0,0
c0140,2023-06-30,10,228.19,0,1
c0141,2023-06-30,58,411.76,1,0
c0142,2023-06-30,16,52.61,1,1
c0143,2023-06-30,43,285.15,0,0
c0144,2023-06-30,59,303.88,1,0
c0145,2023-06-30,6,56.56,1,0
c0146,2023-06-30,17,182.93,0,0
c0147,2023-06-30,28,89.47,1,0
c0148,2023-06-30,48,264.93,0,0
c0149,2023-06-30,46,120.39,1,0
c0000,2023-07-30,20,489.55,0,0
c0001,2023-07-30,49,124.89,0,1
c0002,2023-07-30,45,406.06,0,0
c0003,2023-07-30,8,475.54,1,1
c0004,2023-07-30,28,94.8,1,0
c0005,2023-07-30,7,410.55,1,0
c0006,2023-07-30,31,295.85,0,0
c0007,2023-07-30,54,60.9,1,0
c0008,2023-07-30,21,178.51,0,0
c0009,2023-07-30,37,152.68,0,0
c0010,2023-07-30,48,295.06,1,0
c0011,2023-07-30,21,232.03,1,0
c0012,2023-07-30,1,371.81,0,0
c0013,2023-07-30,5,206.36,1,0
c0014,2023-07-30,34,77.72,0,0
c0015,2023-07-30,30,122.98,1,1
c0016,2023-07-30,11,190.11,1,0
c0017,2023-07-30,21,290.77,1,0
c0018,2023-07-30,3,253.17,0,1
c0019,2023-07-30,59,336.51,1,0
c0020,2023-07-30,14,264.55,0,1
c0021,2023-07-30,35,274.73,0,0
c0022,2023-07-30,17,499.24,1,0
c0023,2023-07-30,46,26.85,0,0
c0024,2023-07-30,36,463.0,1,0
c0025,2023-07-30,41,264.92,0,0
c0026,2023-07-30,34,302.27,0,0
c0027,2023-07-30,16,434.12,1,0
c0028,2023-07-30,1,215.39,1,0
c0029,2023-07-30,13,119.06,1,0
c0030,2023-07-30,51,347.45,1,1
c0031,2023-07-30,21,341.68,0,0
c0032,2023-07-30,27,221.05,1,0
c0033,2023-07-30,17,215.74,1,0
c0034,2023-07-30,14,11.71,1,0
c0035,2023-07-30,16,215.26,0,0
c0036,2023-07-30,35,328.99,1,0
c0037,2023-07-30,11,217.37,1,0
c0038,2023-07-30,27,282.24,1,1
c0039,2023-07-30,18,44.64,0,0
c0040,2023-07-30,25,357.94,0,0
c0041,2023-07-30,53,5.82,1,0
c0042,2023-07-30,20,17.24,0,0
c0043,2023-07-30,42,151.18,1,0
c0044,2023-07-30,37,213.59,0,0
c0045,2023-07-30,58,423.59,1,0
c0046,2023-07-30,22,209.04,1,0
c0047,2023-07-30,7,228.67,0,0
c0048,2023-07-30,33,476.86,1,1
c0049,2023-07-30,32,212.99,0,0
c0050,2023-07-30,2,402.35,1,1
c0051,2023-07-30,12,8.97,0,0
c0052,2023-07-30,44,180.09,1,0
c0053,2023-07-30,33,391.76,0,0
c0054,2023-07-30,25,350.86,0,0
c0055,2023-07-30,28,286.25,1,0
c0056,2023-07-30,1,53.49,1,1
c0057,2023-07-30,22,44.44,0,0
c0058,2023-07-30,36,83.07,0,0
c0059,2023-07-30,20,294.45,0,0
c0060,2023-07-30,15,400.59,1,1
c0061,2023-07-30,23,177.24,0,0
c0062,2023-07-30,42,323.35,0,0
c0063,2023-07-30,21,294.35,0,0
c0064,2023-07-30,3,434.19,1,0
c0065,2023-07-30,55,32.21,1,0
c0066,2023-07-30,18,46.87,0,1
c0067,2023-07-30,36,333.71,1,0
c0068,2023-07-30,53,217.52,0,0
c0069,2023-07-30,31,16.37,0,0
c0070,2023-07-30,26,133.2,0,0
c0071,2023-07-30,1,133.15,1,0
c0072,2023-07-30,36,351.14,0,0
c0073,2023-07-30,50,463.62,1,0
c0074,2023-07-30,56,141.06,0,0
c0075,2023-07-30,1,475.64,1,1
c0076,2023-07-30,10,219.21,0,0
c0077,2023-07-30,34,122.49,0,0
c0078,2023-07-30,10,65.01,1,1
c0079,2023-07-30,57,88.1,1,0
c0080,2023-07-30,19,441.55,1,1
c0081,2023-07-30,51,203.62,0,1
c0082,2023-07-30,36,95.68,0,0
c0083,2023-07-30,33,310.27,1,0
c0084,2023-07-30,40,210.86,1,0
c0085,2023-07-30,5,270.47,1,0
c0086,2023-07-30,2,97.57,0,0
c0087,2023-07-30,26,17.01,1,0
c0088,2023-07-30,13,180.7,0,0
c0089,2023-07-30,34,376.14,0,0
c0090,2023-07-30,39,400.74,1,1
c0091,2023-07-30,23,494.28,0,0
c0092,2023-07-30,36,124.75,0,0
c0093,2023-07-30,4,219.4,1,0
c0094,2023-07-30,26,402.22,1,0
c0095,2023-07-30,13,161.45,1,1
c0096,2023-07-30,37,397.55,0,0
c0097,2023-07-30,2,348.67,0,1
c0098,2023-07-30,12,60.61,1,1
c0099,2023-07-30,5,365.32,1,0
c0100,2023-07-30,8,234.18,0,0
c0101,2023-07-30,54,466.9,0,0
c0102,2023-07-30,58,61.49,0,1
c0103,2023-07-30,23,386.22,1,0
c0104,2023-07-30,58,445.11,0,1
c0105,2023-07-30,35,320.85,1,0
c0106,2023-07-30,32,442.49,1,1
c0107,2023-07-30,32,298.95,0,0
c0108,2023-07-30,9,450.53,1,0
c0109,2023-07-30,23,61.56,0,0
c0110,2023-07-30,22,421.24,0,0
c0111,2023-07-30,10,352.03,0,0
c0112,2023-07-30,17,421.55,1,0
c0113,2023-07-30,22,389.06,1,1
c0114,2023-07-30,5,427.58,0,0
c0115,2023-07-30,13,420.63,1,0
c0116,2023-07-30,25,53.92,1,0
c0117,2023-07-30,56,23.21,1,0
c0118,2023-07-30,5,382.78,0,1
c0119,2023-07-30,4,153.14,0,0
c0120,2023-07-30,8,90.44,1,0
c0121,2023-07-30,26,35.77,0,0
c0122,2023-07-30,30,223.57,1,0
c0123,2023-07-30,10,199.94,1,0
c0124,2023-07-30,15,239.49,0,0
c0125,2023-07-30,38,202.03,0,0
c0126,2023-07-30,5,172.92,0,0
c0127,2023-07-30,14,435.49,0,0
c0128,2023-07-30,32,31.09,0,0
c0129,2023-07-30,54,24.11,1,0
c0130,2023-07-30,51,70.6,1,1
c0131,2023-07-30,51,132.89,0,1
c0132,2023-07-30,33,243.91,0,0
c0133,2023-07-30,41,169.4,1,0
c0134,2023-07-30,7,192.05,1,0
c0135,2023-07-30,13,295.43,1,0
c0136,2023-07-30,3,330.43,1,0
c0137,2023-07-30,15,147.77,1,0
c0138,2023-07-30,28,213.67,1,0
c0139,2023-07-30,33,130.42,0,0
c0140,2023-07-30,56,486.14,0,1
c0141,2023-07-30,42,276.23,1,0
c0142,2023-07-30,11,91.21,1,0
c0143,2023-07-30,3,313.13,0,0
c0144,2023-07-30,32,463.38,1,0
c0145,2023-07-30,40,262.69,0,0
c0146,2023-07-30,56,118.23,0,0
c0147,2023-07-30,40,97.66,1,0
c0148,2023-07-30,50,281.75,1,0
c0149,2023-07-30,25,333.84,1,1
c0000,2023-08-29,56,119.95,0,0
c0001,2023-08-29,47,97.41,0,0
c0002,2023-08-29,57,29.39,0,1
c0003,2023-08-29,22,77.09,0,0
c0004,2023-08-29,1,391.22,0,0
c0005,2023-08-29,28,357.74,1,0
c0006,2023-08-29,26,482.68,0,0
c0007,2023-08-29,30,384.02,0,1
c0008,2023-08-29,48,435.38,1,1
c0009,2023-08-29,44,30.98,1,0
c0010,2023-08-29,35,74.62,1,0
c0011,2023-08-29,56,246.08,0,0
c0012,2023-08-29,52,355.15,0,1
c0013,2023-08-29,19,403.86,0,1
c0014,2023-08-29,48,339.96,1,0
c0015,2023-08-29,19,215.64,0,1
c0016,2023-08-29,17,95.76,0,1
c0017,2023-08-29,5,372.06,0,0
c0018,2023-08-29,14,415.29,0,0
c0019,2023-08-29,9,233.18,1,0
c0020,2023-08-29,20,428.51,0,0
c0021,2023-08-29,22,198.73,0,0
c0022,2023-08-29,36,85.8,0,0
c0023,2023-08-29,49,361.59,0,1
c0024,2023-08-29,33,21.6,0,1
c0025,2023-08-29,37,119.72,0,1
c0026,2023-08-29,41,179.16,0,1
c0027,2023-08-29,59,71.02,0,0
c0028,2023-08-29,29,268.53,0,0
c0029,2023-08-29,40,173.87,1,0
c0030,2023-08-29,42,146.57,0,0
c0031,2023-08-29,56,343.87,0,0
c0032,2023-08-29,47,0.12,0,0
c0033,2023-08-29,34,298.02,0,0
c0034,2023-08-29,47,305.86,1,0
c0035,2023-08-29,57,119.32,0,0
c0036,2023-08-29,25,88.77,1,0
c0037,2023-08-29,42,375.31,0,0
c0038,2023-08-29,52,336.76,0,0
c0039,2023-08-29,1,169.5,1,1
c0040,2023-08-29,34,292.57,0,0
c0041,2023-08-29,19,15.59,0,0
c0042,2023-08-29,8,35.7,1,0
c0043,2023-08-29,25,441.37,1,0
c0044,2023-08-29,40,278.45,1,1
c0045,2023-08-29,19,485.18,0,0
c0046,2023-08-29,20,220.53,0,0
c0047,2023-08-29,52,0.29,1,1
c0048,2023-08-29,57,104.48,0,0
c0049,2023-08-29,45,97.22,0,0
c0050,2023-08-29,27,318.88,1,0
c0051,2023-08-29,51,29.5,0,0
c0052,2023-08-29,31,258.85,1,0
c0053,2023-08-29,46,357.58,0,0
c0054,2023-08-29,24,335.24,0,1
c0055,2023-08-29,36,346.69,0,0
c0056,2023-08-29,11,371.7,0,1
c0057,2023-08-29,36,330.37,1,0
c0058,2023-08-29,53,459.85,1,1
c0059,2023-08-29,19,338.72,1,0
c0060,2023-08-29,54,158.25,1,1
c0061,2023-08-29,18,430.16,0,0
c0062,2023-08-29,10,115.48,0,0
c0063,2023-08-29,32,21.29,1,1
c0064,2023-08-29,15,386.84,0,0
c0065,2023-08-29,26,399.33,1,0
c0066,2023-08-29,21,209.5,1,0
c0067,2023-08-29,54,413.11,1,0
c0068,2023-08-29,28,55.1,1,0
c0069,2023-08-29,1,324.77,1,0
c0070,2023-08-29,11,43.46,1,1
c0071,2023-08-29,25,120.39,1,0
c0072,2023-08-29,1,385.74,0,0
c0073,2023-08-29,25,7.31,1,0
c0074,2023-08-29,22,484.73,0,0
c0075,2023-08-29,38,332.66,0,0
c0076,2023-08-29,48,415.67,1,0
c0077,2023-08-29,35,256.72,1,0
c0078,2023-08-29,34,1.98,1,0
c0079,2023-08-29,13,341.91,0,0
c0080,2023-08-29,15,386.4,0,0
c0081,2023-08-29,33,21.99,1,0
c0082,2023-08-29,3,30.89,0,0
c0083,2023-08-29,38,157.85,1,0
c0084,2023-08-29,18,115.9,1,0
c0085,2023-08-29,44,182.31,0,0
c0086,2023-08-29,2,45.07,1,0
c0087,2023-08-29,39,360.81,1,0
c0088,2023-08-29,46,176.73,0,1
c0089,2023-08-29,27,294.4,0,0
c0090,2023-08-29,18,172.63,0,0
c0091,2023-08-29,37,68.64,1,0
c0092,2023-08-29,11,429.17,1,0
c0093,2023-08-29,15,395.08,1,0
c0094,2023-08-29,48,195.77,0,0
c0095,2023-08-29,25,55.73,1,1
c0096,2023-08-29,47,491.45,0,1
c0097,2023-08-29,44,101.16,0,0
c0098,2023-08-29,27,17.31,1,1
c0099,2023-08-29,9,217.4,1,1
c0100,2023-08-29,38,58.8,1,0
c0101,2023-08-29,25,426.73,0,0
c0102,2023-08-29,40,336.91,1,1
c0103,2023-08-29,17,417.24,0,1
c0104,2023-08-29,29,499.43,1,0
c0105,2023-08-29,49,323.97,0,1
c0106,2023-08-29,49,89.93,1,0
c0107,2023-08-29,51,96.56,0,0
c0108,2023-08-29,6,70.65,1,1
c0109,2023-08-29,52,499.42,1,0
c0110,2023-08-29,59,28.21,1,0
c0111,2023-08-29,50,298.78,1,0
c0112,2023-08-29,11,284.82,1,0
c0113,2023-08-29,10,389.89,1,0
c0114,2023-08-29,55,294.29,1,0
c0115,2023-08-29,12,276.68,0,0
c0116,2023-08-29,9,422.29,1,0
c0117,2023-08-29,43,243.69,0,0
c0118,2023-08-29,9,144.75,0,0
c0119,2023-08-29,36,288.6,1,0
c0120,2023-08-29,35,304.03,1,0
c0121,2023-08-29,23,255.83,0,1
c0122,2023-08-29,41,427.49,1,1
c0123,2023-08-29,42,69.21,1,0
c0124,2023-08-29,30,489.73,1,0
c0125,2023-08-29,10,319.89,1,0
c0126,2023-08-29,52,472.8,1,0
c0127,2023-08-29,20,108.72,0,1
